"2019-08-22 07:51:56,984 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-22 07:52:03,543 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-22 07:52:03,562 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-22 07:52:03,562 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-22 07:52:03,869 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-22 07:52:03,884 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-22 07:52:10,225 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-22 07:52:10,546 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 07:52:10,848 - intersect.py[line:48] - INFO: get intersect data_instances!"
